,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,红球号码_7,红球号码_8,红球号码_9,红球号码_10,红球号码_11,红球号码_12,红球号码_13
4362,20220125041,4,4,4,3,15,13,12,11,15,13,12,11,11
4363,20220125040,1,4,4,3,15,13,12,11,15,13,12,11,11
4364,20220125039,2,4,4,2,13,11,12,9,17,13,14,9,4
4365,20220125038,4,4,4,1,17,12,15,7,13,12,11,11,2
4366,20220125037,1,4,4,1,17,15,12,13,13,11,12,9,7
4367,20220125036,2,4,4,2,14,12,12,10,16,11,15,6,6
4368,20220125035,1,4,4,1,16,13,13,10,14,13,11,12,12
4369,20220125034,4,4,4,3,15,13,12,11,15,12,13,9,7
4370,20220125033,1,4,4,3,15,10,15,5,15,10,15,5,4
4371,20220125032,2,4,4,2,14,11,13,8,16,12,14,8,4
4372,20220125031,1,1,4,1,16,12,14,8,14,12,12,10,3
4373,20220125030,1,4,4,3,15,13,12,11,15,12,13,9,7
4374,20220125029,2,4,4,2,11,11,10,11,19,15,14,11,11
4375,20220125028,4,4,4,1,16,11,15,6,14,14,10,14,10
4376,20220125027,1,1,4,1,16,13,13,10,14,11,13,8,6
4377,20220125026,1,4,4,2,14,12,12,10,16,12,14,8,6
4378,20220125025,2,4,4,2,13,11,12,9,17,14,13,11,10
4379,20220125024,4,4,4,1,16,12,14,8,14,13,11,12,10
4380,20220125023,1,4,4,1,16,14,12,12,14,12,12,10,9
4381,20220125022,2,2,2,2,12,11,11,10,18,13,15,8,6
4382,20220125021,2,2,4,3,15,10,15,5,15,13,12,11,2
4383,20220125020,2,4,4,1,17,13,14,9,13,11,12,9,4
4384,20220125019,1,1,1,1,18,16,12,14,12,11,11,10,9
4385,20220125018,1,1,4,1,17,16,11,15,13,11,12,9,7
4386,20220125017,1,4,4,1,16,15,11,14,14,12,12,10,9
4387,20220125016,2,2,4,2,13,12,11,11,17,13,14,9,7
4388,20220125015,2,4,4,3,15,11,14,7,15,13,12,11,2
4389,20220125014,1,4,4,1,16,14,12,12,14,13,11,12,11
4390,20220125013,2,4,4,2,13,11,12,9,17,12,15,7,4
4391,20220125012,1,1,4,1,17,12,15,7,13,12,11,11,2
4392,20220125011,1,4,4,3,15,13,12,11,15,11,14,7,5
4393,20220125010,2,2,2,2,13,12,11,11,17,14,13,11,11
4394,20220125009,2,2,4,2,14,11,13,8,16,14,12,12,10
4395,20220125008,2,4,4,1,16,13,13,10,14,13,11,12,12
4396,20220125007,4,4,4,1,17,14,13,11,13,11,12,9,7
4397,20220125006,1,4,4,1,17,16,11,15,13,12,11,11,8
4398,20220125005,2,4,4,3,15,12,13,9,15,10,15,5,4
4399,20220125004,1,4,4,1,16,14,12,12,14,13,11,12,11
4400,20220126179,2,4,4,2,14,12,12,10,16,13,13,10,13
4401,20220126178,4,4,4,3,15,13,12,11,15,14,11,13,11
4402,20220126177,1,4,4,3,15,13,12,11,15,13,12,11,11
4403,20220126176,2,4,4,2,14,12,12,10,16,13,13,10,13
4404,20220126175,4,4,4,1,16,12,14,8,14,12,12,10,3
4405,20220126174,4,4,4,1,16,14,12,12,14,12,12,10,9
4406,20220126173,4,4,4,1,16,12,14,8,14,10,14,6,4
4407,20220126172,1,4,4,1,16,13,13,10,14,11,13,8,6
4408,20220126171,2,4,4,3,15,13,12,11,15,12,13,9,7
4409,20220126170,4,4,4,1,16,13,13,10,14,12,12,10,13
4410,20220126169,4,4,4,1,16,13,13,10,14,11,13,8,6
4411,20220126168,2,2,4,1,16,14,12,12,14,12,12,10,9
4412,20220126167,2,4,4,1,17,15,12,13,13,12,11,11,8
4413,20220126166,1,4,4,1,18,16,12,14,12,11,11,10,9
4414,20220126165,2,2,4,2,12,12,10,12,18,12,16,6,5
4415,20220126164,2,4,4,3,15,11,14,7,15,14,11,13,10
4416,20220126163,4,4,4,1,16,12,14,8,14,11,13,8,4
4417,20220126162,1,1,4,1,16,13,13,10,14,11,13,8,6
4418,20220126161,1,4,4,3,15,14,11,13,15,13,12,11,8
4419,20220126160,2,2,4,2,14,13,11,12,16,14,12,12,11
4420,20220126159,2,4,4,1,17,12,15,7,13,11,12,9,1
4421,20220126158,1,4,4,1,19,16,13,13,11,10,11,9,7
4422,20220126157,4,4,4,1,16,15,11,14,14,10,14,6,7
4423,20220126156,1,4,4,1,16,13,13,10,14,11,13,8,6
4424,20220126155,2,2,4,2,12,12,10,12,18,14,14,10,9
4425,20220126154,2,4,4,2,14,11,13,8,16,15,11,14,10
4426,20220126153,1,4,4,1,17,13,14,9,13,12,11,11,10
4427,20220126152,2,2,4,3,15,13,12,11,15,11,14,7,5
4428,20220126151,2,4,4,1,16,13,13,10,14,12,12,10,13
4429,20220126150,1,4,4,1,17,14,13,11,13,11,12,9,7
4430,20220126149,2,4,4,3,15,13,12,11,15,11,14,7,5
4431,20220126148,1,1,4,1,18,14,14,10,12,11,11,10,13
4432,20220126147,1,4,4,1,17,16,11,15,13,11,12,9,7
4433,20220126146,2,2,4,3,15,14,11,13,15,12,13,9,7
4434,20220126145,2,4,4,1,16,13,13,10,14,12,12,10,13
4435,20220126144,4,4,4,1,17,14,13,11,13,11,12,9,7
4436,20220126143,1,4,4,1,17,14,13,11,13,10,13,7,5
4437,20220126142,2,2,4,2,12,11,11,10,18,12,16,6,6
4438,20220126141,2,4,4,3,15,12,13,9,15,15,10,15,10
4439,20220126140,1,4,4,1,17,14,13,11,13,12,11,11,11
4440,20220126139,2,2,4,2,14,12,12,10,16,11,15,6,6
4441,20220126138,2,4,4,3,15,13,12,11,15,14,11,13,11
4442,20220126137,1,4,4,1,17,14,13,11,13,12,11,11,11
4443,20220126136,4,4,4,3,15,12,13,9,15,10,15,5,4
4444,20220126135,2,4,4,3,15,12,13,9,15,12,13,9,4
4445,20220126134,1,4,4,1,18,14,14,10,12,11,11,10,13
4446,20220126133,2,4,4,3,15,14,11,13,15,11,14,7,7
4447,20220126132,1,4,4,1,17,13,14,9,13,11,12,9,4
4448,20220126131,2,2,4,2,12,11,11,10,18,12,16,6,6
4449,20220126130,2,4,4,3,15,10,15,5,15,13,12,11,2
4450,20220126129,1,4,4,1,16,15,11,14,14,14,10,14,11
4451,20220126128,4,4,4,3,15,12,13,9,15,11,14,7,4
4452,20220126127,2,4,4,3,15,11,14,7,15,11,14,7,4
4453,20220126126,1,4,4,1,16,12,14,8,14,11,13,8,4
4454,20220126125,2,4,4,2,12,12,10,12,18,14,14,10,9
4455,20220126124,1,4,4,1,16,11,15,6,14,13,11,12,2
4456,20220126123,2,4,4,3,15,13,12,11,15,12,13,9,7
4457,20220126122,1,4,4,1,18,14,14,10,12,11,11,10,13
4458,20220126121,4,4,4,2,14,12,12,10,16,10,16,4,6
4459,20220126120,2,2,4,2,14,10,14,6,16,12,14,8,1
4460,20220126119,2,4,4,3,15,13,12,11,15,14,11,13,11
4461,20220126118,1,4,4,1,17,15,12,13,13,13,10,13,11
4462,20220126117,4,4,4,1,16,15,11,14,14,12,12,10,9
4463,20220126116,1,4,4,1,16,15,11,14,14,13,11,12,8
4464,20220126115,2,4,4,2,14,12,12,10,16,12,14,8,6
4465,20220126114,1,4,4,3,15,12,13,9,15,13,12,11,10
4466,20220126113,2,4,4,2,13,12,11,11,17,14,13,11,11
4467,20220126112,1,4,4,1,19,12,17,5,11,10,11,9,1
4468,20220126111,4,4,4,2,14,14,10,14,16,11,15,6,7
4469,20220126110,4,4,4,2,14,11,13,8,16,13,13,10,3
4470,20220126109,4,4,4,2,14,12,12,10,16,14,12,12,12
4471,20220126108,4,4,4,2,14,12,12,10,16,14,12,12,12
4472,20220126107,2,4,4,2,14,12,12,10,16,14,12,12,12
4473,20220126106,1,4,4,1,16,12,14,8,14,12,12,10,3
4474,20220126105,4,4,4,2,14,12,12,10,16,12,14,8,6
4475,20220126104,4,4,4,2,14,12,12,10,16,14,12,12,12
4476,20220126103,4,4,4,2,14,12,12,10,16,14,12,12,12
4477,20220126102,2,4,4,2,14,11,13,8,16,13,13,10,3
4478,20220126101,1,1,1,1,18,13,15,8,12,11,11,10,3
4479,20220126100,1,1,4,1,16,15,11,14,14,11,13,8,7
4480,20220126099,1,4,4,3,15,13,12,11,15,12,13,9,7
4481,20220126098,2,2,4,2,13,13,10,13,17,15,12,13,11
4482,20220126097,2,4,4,3,15,11,14,7,15,13,12,11,2
4483,20220126096,1,4,4,1,16,13,13,10,14,12,12,10,13
4484,20220126095,4,4,4,2,14,12,12,10,16,12,14,8,6
4485,20220126094,1,4,4,2,14,12,12,10,16,14,12,12,12
4486,20220126093,2,4,4,2,13,13,10,13,17,16,11,15,11
4487,20220126092,4,4,4,1,16,11,15,6,14,12,12,10,3
4488,20220126091,2,4,4,1,16,13,13,10,14,11,13,8,6
4489,20220126090,1,1,4,1,18,14,14,10,12,10,12,8,6
4490,20220126089,1,4,4,2,14,14,10,14,16,12,14,8,7
4491,20220126088,2,4,4,2,13,11,12,9,17,14,13,11,10
4492,20220126087,4,4,4,3,15,11,14,7,15,13,12,11,2
4493,20220126086,1,1,4,3,15,13,12,11,15,13,12,11,11
4494,20220126085,1,4,4,2,14,11,13,8,16,12,14,8,4
4495,20220126084,2,4,4,2,13,12,11,11,17,15,12,13,11
4496,20220126083,1,1,4,1,16,11,15,6,14,12,12,10,3
4497,20220126082,1,4,4,2,14,13,11,12,16,13,13,10,9
4498,20220126081,2,2,2,2,13,11,12,9,17,14,13,11,10
4499,20220126080,2,2,4,2,14,11,13,8,16,14,12,12,10
4500,20220126079,2,4,4,1,16,12,14,8,14,12,12,10,3
4501,20220126078,4,4,4,1,17,13,14,9,13,10,13,7,4
4502,20220126077,1,1,4,1,17,15,12,13,13,11,12,9,7
4503,20220126076,1,4,4,1,16,16,10,16,14,13,11,12,8
4504,20220126075,4,4,4,2,13,12,11,11,17,13,14,9,7
4505,20220126074,2,4,4,2,13,11,12,9,17,15,12,13,10
4506,20220126073,1,4,4,1,16,12,14,8,14,13,11,12,10
4507,20220126072,2,4,4,2,14,12,12,10,16,12,14,8,6
4508,20220126071,1,4,4,3,15,14,11,13,15,15,10,15,11
4509,20220126070,2,4,4,2,14,13,11,12,16,14,12,12,11
4510,20220126069,1,1,4,1,17,13,14,9,13,12,11,11,10
4511,20220126068,1,4,4,1,16,13,13,10,14,10,14,6,6
4512,20220126067,2,4,4,2,14,13,11,12,16,13,13,10,9
4513,20220126066,1,4,4,3,15,12,13,9,15,13,12,11,10
4514,20220126065,2,2,4,2,14,13,11,12,16,14,12,12,11
4515,20220126064,2,4,4,3,15,12,13,9,15,13,12,11,10
4516,20220126063,1,1,4,1,17,13,14,9,13,11,12,9,4
4517,20220126062,1,4,4,1,16,14,12,12,14,11,13,8,7
4518,20220126061,2,4,4,2,12,11,11,10,18,13,15,8,6
4519,20220126060,1,1,4,3,15,10,15,5,15,13,12,11,2
4520,20220126059,1,4,4,2,14,12,12,10,16,13,13,10,13
4521,20220126058,2,4,4,2,13,11,12,9,17,14,13,11,10
4522,20220126057,1,4,4,3,15,11,14,7,15,13,12,11,2
4523,20220126056,4,4,4,2,12,11,11,10,18,14,14,10,13
4524,20220126055,2,2,2,2,12,10,12,8,18,16,12,14,10
4525,20220126054,2,2,4,2,14,11,13,8,16,15,11,14,10
4526,20220126053,2,4,4,3,15,11,14,7,15,12,13,9,1
4527,20220126052,1,4,4,1,17,14,13,11,13,12,11,11,11
4528,20220126051,2,4,4,2,14,13,11,12,16,12,14,8,7
4529,20220126050,4,4,4,3,15,12,13,9,15,13,12,11,10
4530,20220126049,1,4,4,3,15,12,13,9,15,12,13,9,4
4531,20220126048,2,4,4,2,14,14,10,14,16,15,11,14,11
4532,20220126047,1,1,4,1,18,13,15,8,12,11,11,10,3
4533,20220126046,1,4,4,1,17,15,12,13,13,10,13,7,7
4534,20220126045,2,4,4,3,15,14,11,13,15,12,13,9,7
4535,20220126044,1,4,4,1,16,13,13,10,14,12,12,10,13
4536,20220126043,2,4,4,2,12,11,11,10,18,13,15,8,6
4537,20220126042,4,4,4,2,14,12,12,10,16,16,10,16,12
4538,20220126041,2,4,4,2,14,11,13,8,16,13,13,10,3
4539,20220126040,4,4,4,3,15,12,13,9,15,13,12,11,10
4540,20220126039,2,4,4,3,15,12,13,9,15,12,13,9,4
4541,20220126038,1,4,4,1,16,14,12,12,14,13,11,12,11
4542,20220126037,2,4,4,2,14,12,12,10,16,12,14,8,6
4543,20220126036,1,4,4,3,15,13,12,11,15,14,11,13,11
4544,20220126035,2,4,4,2,14,11,13,8,16,12,14,8,4
4545,20220126034,1,4,4,1,17,14,13,11,13,13,10,13,11
4546,20220126033,2,4,4,3,15,13,12,11,15,11,14,7,5
4547,20220126032,1,4,4,1,16,12,14,8,14,11,13,8,4
4548,20220126031,4,4,4,3,15,14,11,13,15,13,12,11,8
4549,20220126030,4,4,4,3,15,13,12,11,15,13,12,11,11
4550,20220126029,4,4,4,3,15,12,13,9,15,12,13,9,4
4551,20220126028,1,4,4,3,15,12,13,9,15,12,13,9,4
4552,20220126027,2,4,4,2,14,12,12,10,16,13,13,10,13
4553,20220126026,1,4,4,1,16,12,14,8,14,12,12,10,3
4554,20220126025,2,4,4,2,11,10,11,9,19,13,16,7,4
4555,20220126024,4,4,4,2,14,10,14,6,16,15,11,14,10
4556,20220126023,2,2,4,2,14,11,13,8,16,13,13,10,3
4557,20220126022,2,4,4,3,15,11,14,7,15,12,13,9,1
4558,20220126021,1,1,4,1,16,14,12,12,14,13,11,12,11
4559,20220126020,1,4,4,3,15,14,11,13,15,13,12,11,8
4560,20220126019,2,4,4,2,13,11,12,9,17,13,14,9,4
4561,20220126018,4,4,4,1,16,12,14,8,14,13,11,12,10
4562,20220126017,2,4,4,1,16,14,12,12,14,12,12,10,9
4563,20220126016,1,4,4,1,17,15,12,13,13,12,11,11,8
4564,20220126015,2,4,4,2,14,12,12,10,16,11,15,6,6
4565,20220126014,1,4,4,1,16,13,13,10,14,13,11,12,12
4566,20220126013,2,2,4,2,13,11,12,9,17,12,15,7,4
4567,20220126012,2,4,4,2,14,11,13,8,16,14,12,12,10
4568,20220126011,1,4,4,1,17,12,15,7,13,11,12,9,1
4569,20220126010,2,2,4,3,15,14,11,13,15,12,13,9,7
4570,20220126009,2,4,4,1,16,14,12,12,14,13,11,12,11
4571,20220126008,1,1,4,1,17,15,12,13,13,12,11,11,8
4572,20220126007,1,4,4,1,16,14,12,12,14,11,13,8,7
4573,20220126006,4,4,4,2,14,13,11,12,16,13,13,10,9
4574,20220126005,2,2,4,2,14,10,14,6,16,12,14,8,1
4575,20220126004,2,4,4,3,15,12,13,9,15,13,12,11,10
4576,20220127179,2,4,4,2,14,11,13,8,16,12,14,8,4
4577,20220127178,1,4,4,1,17,12,15,7,13,11,12,9,1
4578,20220127177,4,4,4,3,15,14,11,13,15,12,13,9,7
4579,20220127176,1,4,4,3,15,12,13,9,15,12,13,9,4
4580,20220127175,2,2,4,2,12,12,10,12,18,15,13,12,11
4581,20220127174,2,4,4,2,13,10,13,7,17,15,12,13,10
4582,20220127173,1,4,4,2,14,12,12,10,16,15,11,14,12
4583,20220127172,4,4,4,2,13,11,12,9,17,14,13,11,10
4584,20220127171,2,4,4,2,13,11,12,9,17,15,12,13,10
4585,20220127170,1,4,4,1,17,13,14,9,13,13,10,13,10
4586,20220127169,4,4,4,1,16,13,13,10,14,10,14,6,6
4587,20220127168,4,4,4,1,16,13,13,10,14,11,13,8,6
4588,20220127167,1,4,4,1,16,15,11,14,14,13,11,12,8
4589,20220127166,4,4,4,2,14,11,13,8,16,11,15,6,4
4590,20220127165,1,4,4,2,14,11,13,8,16,13,13,10,3
4591,20220127164,2,2,4,2,13,11,12,9,17,14,13,11,10
4592,20220127163,2,4,4,1,16,12,14,8,14,13,11,12,10
4593,20220127162,1,1,4,1,17,15,12,13,13,12,11,11,8
4594,20220127161,1,4,4,2,14,13,11,12,16,12,14,8,7
4595,20220127160,2,4,4,2,12,11,11,10,18,15,13,12,12
4596,20220127159,1,1,4,1,19,12,17,5,11,11,10,11,2
4597,20220127158,1,4,4,3,15,14,11,13,15,10,15,5,5
4598,20220127157,2,4,4,2,13,13,10,13,17,15,12,13,11
4599,20220127156,1,4,4,1,16,13,13,10,14,14,10,14,12
4600,20220127155,2,4,4,2,14,12,12,10,16,12,14,8,6
4601,20220127154,4,4,4,1,16,13,13,10,14,13,11,12,12
4602,20220127153,4,4,4,1,16,12,14,8,14,10,14,6,4
4603,20220127152,1,4,4,1,16,13,13,10,14,11,13,8,6
4604,20220127151,2,4,4,2,13,11,12,9,17,12,15,7,4
4605,20220127150,1,4,4,1,16,13,13,10,14,14,10,14,12
4606,20220127149,2,2,4,2,13,12,11,11,17,13,14,9,7
4607,20220127148,2,4,4,2,14,12,12,10,16,15,11,14,12
4608,20220127147,1,1,4,1,18,14,14,10,12,12,10,12,12
4609,20220127146,1,4,4,3,15,15,10,15,15,12,13,9,7
4610,20220127145,2,4,4,2,14,12,12,10,16,13,13,10,13
4611,20220127144,1,1,4,1,16,13,13,10,14,13,11,12,12
4612,20220127143,1,4,4,3,15,14,11,13,15,13,12,11,8
4613,20220127142,2,4,4,2,13,11,12,9,17,13,14,9,4
4614,20220127141,4,4,4,1,16,12,14,8,14,13,11,12,10
4615,20220127140,1,1,4,1,16,13,13,10,14,11,13,8,6
4616,20220127139,1,4,4,2,14,13,11,12,16,13,13,10,9
4617,20220127138,2,2,4,2,13,13,10,13,17,16,11,15,11
4618,20220127137,2,4,4,3,15,12,13,9,15,14,11,13,10
4619,20220127136,4,4,4,1,16,13,13,10,14,12,12,10,13
4620,20220127135,1,4,4,1,16,14,12,12,14,12,12,10,9
4621,20220127134,2,4,4,2,13,13,10,13,17,14,13,11,8
4622,20220127133,4,4,4,2,14,10,14,6,16,13,13,10,3
4623,20220127132,2,4,4,2,14,11,13,8,16,13,13,10,3
4624,20220127131,4,4,4,3,15,11,14,7,15,12,13,9,1
4625,20220127130,4,4,4,3,15,13,12,11,15,13,12,11,11
4626,20220127129,2,4,4,3,15,14,11,13,15,14,11,13,11
4627,20220127128,1,4,4,1,17,14,13,11,13,12,11,11,11
4628,20220127127,2,2,4,2,13,11,12,9,17,11,16,5,4
4629,20220127126,2,4,4,1,17,12,15,7,13,12,11,11,2
4630,20220127125,1,4,4,1,18,15,13,12,12,10,12,8,7
4631,20220127124,2,4,4,2,14,12,12,10,16,10,16,4,6
4632,20220127123,1,1,4,1,17,14,13,11,13,13,10,13,11
4633,20220127122,1,4,4,2,14,12,12,10,16,11,15,6,6
4634,20220127121,2,4,4,2,13,11,12,9,17,14,13,11,10
4635,20220127120,4,4,4,1,16,11,15,6,14,12,12,10,3
4636,20220127119,1,4,4,1,16,13,13,10,14,11,13,8,6
4637,20220127118,2,4,4,2,14,12,12,10,16,12,14,8,6
4638,20220127117,1,4,4,1,17,14,13,11,13,13,10,13,11
4639,20220127116,4,4,4,2,13,12,11,11,17,12,15,7,5
4640,20220127115,1,4,4,2,13,11,12,9,17,15,12,13,10
4641,20220127114,2,2,4,2,12,10,12,8,18,15,13,12,10
4642,20220127113,2,4,4,2,14,11,13,8,16,15,11,14,10
4643,20220127112,1,4,4,1,16,13,13,10,14,13,11,12,12
4644,20220127111,2,4,4,2,14,13,11,12,16,13,13,10,9
4645,20220127110,4,4,4,3,15,12,13,9,15,13,12,11,10
4646,20220127109,2,2,4,3,15,12,13,9,15,12,13,9,4
4647,20220127108,2,4,4,1,16,14,12,12,14,13,11,12,11
4648,20220127107,1,1,4,1,17,14,13,11,13,11,12,9,7
4649,20220127106,1,4,4,3,15,14,11,13,15,12,13,9,7
4650,20220127105,2,4,4,2,14,12,12,10,16,13,13,10,13
4651,20220127104,4,4,4,3,15,14,11,13,15,15,10,15,11
4652,20220127103,2,4,4,3,15,11,14,7,15,11,14,7,4
4653,20220127102,1,4,4,1,18,14,14,10,12,11,11,10,13
4654,20220127101,4,4,4,2,14,13,11,12,16,11,15,6,5
4655,20220127100,4,4,4,2,14,12,12,10,16,14,12,12,12
4656,20220127099,2,2,4,2,14,12,12,10,16,14,12,12,12
4657,20220127098,2,4,4,3,15,11,14,7,15,12,13,9,1
4658,20220127097,1,4,4,1,16,14,12,12,14,13,11,12,11
4659,20220127096,2,2,4,2,14,12,12,10,16,12,14,8,6
4660,20220127095,2,4,4,3,15,12,13,9,15,13,12,11,10
4661,20220127094,1,1,4,1,16,12,14,8,14,11,13,8,4
4662,20220127093,1,4,4,3,15,12,13,9,15,11,14,7,4
4663,20220127092,2,4,4,2,14,11,13,8,16,12,14,8,4
4664,20220127091,1,1,4,1,18,13,15,8,12,11,11,10,3
4665,20220127090,1,4,4,3,15,14,11,13,15,11,14,7,7
4666,20220127089,2,4,4,2,13,12,11,11,17,14,13,11,11
4667,20220127088,4,4,4,3,15,11,14,7,15,13,12,11,2
4668,20220127087,4,4,4,3,15,12,13,9,15,12,13,9,4
4669,20220127086,2,4,4,3,15,13,12,11,15,13,12,11,11
4670,20220127085,4,4,4,1,16,13,13,10,14,12,12,10,13
4671,20220127084,1,1,4,1,16,14,12,12,14,12,12,10,9
4672,20220127083,1,4,4,3,15,12,13,9,15,11,14,7,4
4673,20220127082,2,4,4,2,13,12,11,11,17,14,13,11,11
4674,20220127081,1,4,4,1,16,12,14,8,14,13,11,12,10
4675,20220127080,2,4,4,2,14,12,12,10,16,12,14,8,6
4676,20220127079,1,1,4,1,16,12,14,8,14,12,12,10,3
4677,20220127078,1,4,4,3,15,13,12,11,15,12,13,9,7
4678,20220127077,2,4,4,2,14,12,12,10,16,13,13,10,13
4679,20220127076,1,1,4,1,16,12,14,8,14,12,12,10,3
4680,20220127075,1,4,4,3,15,14,11,13,15,13,12,11,8
4681,20220127074,2,4,4,2,13,12,11,11,17,14,13,11,11
4682,20220127073,1,4,4,3,15,11,14,7,15,13,12,11,2
4683,20220127072,2,4,4,2,13,11,12,9,17,13,14,9,4
4684,20220127071,4,4,4,3,15,11,14,7,15,13,12,11,2
4685,20220127070,4,4,4,3,15,13,12,11,15,13,12,11,11
4686,20220127069,1,4,4,3,15,12,13,9,15,12,13,9,4
4687,20220127068,2,2,4,2,14,13,11,12,16,14,12,12,11
4688,20220127067,2,4,4,3,15,12,13,9,15,13,12,11,10
4689,20220127066,1,4,4,1,16,14,12,12,14,13,11,12,11
4690,20220127065,4,4,4,3,15,14,11,13,15,13,12,11,8
4691,20220127064,4,4,4,3,15,12,13,9,15,12,13,9,4
4692,20220127063,4,4,4,3,15,11,14,7,15,11,14,7,4
4693,20220127062,2,4,4,3,15,14,11,13,15,14,11,13,11
4694,20220127061,1,4,4,1,17,13,14,9,13,11,12,9,4
4695,20220127060,2,2,4,2,12,12,10,12,18,13,15,8,7
4696,20220127059,2,4,4,2,14,11,13,8,16,15,11,14,10
4697,20220127058,1,4,4,3,15,12,13,9,15,13,12,11,10
4698,20220127057,2,4,4,2,14,12,12,10,16,13,13,10,13
4699,20220127056,1,4,4,1,16,13,13,10,14,13,11,12,12
4700,20220127055,2,2,4,2,11,10,11,9,19,13,16,7,4
4701,20220127054,2,4,4,2,13,10,13,7,17,16,11,15,10
4702,20220127053,4,4,4,1,16,12,14,8,14,13,11,12,10
4703,20220127052,4,4,4,1,16,14,12,12,14,12,12,10,9
4704,20220127051,1,4,4,1,16,14,12,12,14,12,12,10,9
4705,20220127050,2,4,4,3,15,13,12,11,15,12,13,9,7
4706,20220127049,1,4,4,1,16,12,14,8,14,11,13,8,4
4707,20220127048,4,4,4,3,15,14,11,13,15,13,12,11,8
4708,20220127047,4,4,4,3,15,12,13,9,15,12,13,9,4
4709,20220127046,4,4,4,3,15,13,12,11,15,13,12,11,11
4710,20220127045,4,4,4,3,15,11,14,7,15,11,14,7,4
4711,20220127044,1,1,4,3,15,12,13,9,15,12,13,9,4
4712,20220127043,1,4,4,2,13,12,11,11,17,14,13,11,11
4713,20220127042,2,2,2,2,11,11,10,11,19,17,12,15,11
4714,20220127041,2,2,4,2,14,10,14,6,16,15,11,14,10
4715,20220127040,2,4,4,3,15,13,12,11,15,14,11,13,11
4716,20220127039,1,1,4,1,17,13,14,9,13,11,12,9,4
4717,20220127038,1,4,4,3,15,14,11,13,15,12,13,9,7
4718,20220127037,2,4,4,2,13,11,12,9,17,13,14,9,4
4719,20220127036,1,4,4,1,18,12,16,6,12,11,11,10,3
4720,20220127035,2,2,2,2,13,12,11,11,17,11,16,5,5
4721,20220127034,2,2,4,3,15,12,13,9,15,14,11,13,10
4722,20220127033,2,4,4,1,17,14,13,11,13,12,11,11,11
4723,20220127032,1,4,4,1,18,16,12,14,12,11,11,10,9
4724,20220127031,2,4,4,1,16,14,12,12,14,10,14,6,5
4725,20220127030,1,4,4,1,18,16,12,14,12,12,10,12,8
4726,20220127029,2,4,4,1,16,15,11,14,14,11,13,8,7
4727,20220127028,1,4,4,1,18,15,13,12,12,11,11,10,9
4728,20220127027,4,4,4,1,16,14,12,12,14,10,14,6,5
4729,20220127026,1,4,4,1,16,15,11,14,14,13,11,12,8
4730,20220127025,2,4,4,2,11,11,10,11,19,14,15,9,7
4731,20220127024,1,1,4,1,19,11,18,3,11,11,10,11,2
4732,20220127023,1,4,4,1,16,16,10,16,14,11,13,8,7
4733,20220127022,4,4,4,2,14,12,12,10,16,12,14,8,6
4734,20220127021,2,4,4,2,14,11,13,8,16,13,13,10,3
4735,20220127020,1,4,4,1,17,13,14,9,13,12,11,11,10
4736,20220127019,4,4,4,3,15,12,13,9,15,10,15,5,4
4737,20220127018,4,4,4,3,15,13,12,11,15,13,12,11,11
4738,20220127017,1,1,1,3,15,11,14,7,15,11,14,7,4
4739,20220127016,1,1,4,2,14,12,12,10,16,13,13,10,13
4740,20220127015,1,4,4,2,13,11,12,9,17,14,13,11,10
4741,20220127014,2,4,4,2,12,10,12,8,18,15,13,12,10
4742,20220127013,1,4,4,1,17,12,15,7,13,13,10,13,10
4743,20220127012,2,2,4,2,14,12,12,10,16,11,15,6,6
4744,20220127011,2,4,4,3,15,12,13,9,15,13,12,11,10
4745,20220127010,1,4,4,1,16,13,13,10,14,12,12,10,13
4746,20220127009,2,4,4,3,15,12,13,9,15,11,14,7,4
4747,20220127008,1,4,4,1,16,12,14,8,14,11,13,8,4
4748,20220127007,2,4,4,2,13,11,12,9,17,12,15,7,4
4749,20220127006,4,4,4,1,16,12,14,8,14,13,11,12,10
4750,20220127005,1,4,4,1,16,13,13,10,14,11,13,8,6
4751,20220127004,2,4,4,2,12,11,11,10,18,13,15,8,6
4752,20220128179,2,4,4,2,13,13,10,13,17,11,16,5,5
4753,20220128178,1,4,4,1,17,12,15,7,13,12,11,11,2
4754,20220128177,2,4,4,2,13,13,10,13,17,13,14,9,7
4755,20220128176,1,1,1,1,18,13,15,8,12,12,10,12,10
4756,20220128175,1,1,4,3,15,14,11,13,15,11,14,7,7
4757,20220128174,1,4,4,2,14,12,12,10,16,13,13,10,13
4758,20220128173,2,4,4,2,13,12,11,11,17,15,12,13,11
4759,20220128172,1,4,4,3,15,11,14,7,15,13,12,11,2
4760,20220128171,4,4,4,2,14,12,12,10,16,13,13,10,13
4761,20220128170,2,4,4,2,14,12,12,10,16,14,12,12,12
4762,20220128169,1,1,4,1,17,14,13,11,13,13,10,13,11
4763,20220128168,1,4,4,3,15,13,12,11,15,11,14,7,5
4764,20220128167,2,4,4,2,13,13,10,13,17,15,12,13,11
4765,20220128166,1,1,4,1,16,10,16,4,14,11,13,8,1
4766,20220128165,1,4,4,3,15,13,12,11,15,12,13,9,7
4767,20220128164,2,4,4,2,13,10,13,7,17,12,15,7,4
4768,20220128163,4,4,4,1,16,12,14,8,14,13,11,12,10
4769,20220128162,2,4,4,1,16,13,13,10,14,11,13,8,6
